interactor1	interactor2	interactor1_canon	interactor2_canon	query_term1	query_term2	organism	int_type
9606.ENSP00000263774	9606.ENSP00000446252	O75489	Q96EE6	NDUS3_HUMAN	SODM_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000418438	O75489	O95167	NDUS3_HUMAN	NDUA3_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000315774	O75489	O00217	NDUS3_HUMAN	NDUS8_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000362873	O75489	P51970	NDUS3_HUMAN	NDUA8_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000265052	O75489	Q99685	NDUS3_HUMAN	MGLL_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000268379	O75489	P22695	NDUS3_HUMAN	QCR2_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000317159	O75489	P08574	NDUS3_HUMAN	CY1_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000483888	O75489	O75438	NDUS3_HUMAN	NDUB1_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000332887	O75489	Q9UDW1	NDUS3_HUMAN	QCR9_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000286648	O75489	P27707	NDUS3_HUMAN	DCK_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000467262	O75489	O14957	NDUS3_HUMAN	QCR10_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000354961	O75489	P03905	NDUS3_HUMAN	NU4M_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000355206	O75489	P03897	NDUS3_HUMAN	NU3M_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000423673	O75489	Q9P0J0	NDUS3_HUMAN	NDUAD_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000281031	O75489	O95298	NDUS3_HUMAN	NDUC2_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000264093	O75489	Q16854	NDUS3_HUMAN	DGUOK_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000354554	O75489	Q9B2Z0	NDUS3_HUMAN	CYB_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000407336	O75489	O43676	NDUS3_HUMAN	NDUB3_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000458770	O75489	O14561	NDUS3_HUMAN	ACPM_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000337060	O75489	P15531	NDUS3_HUMAN	NDKA_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000441126	O75489	O43677	NDUS3_HUMAN	NDUC1_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000354665	O75489	P03923	NDUS3_HUMAN	NU6M_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000392709	O75489	P28331	NDUS3_HUMAN	NDUS1_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000419087	O75489	O95178	NDUS3_HUMAN	NDUB2_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000354813	O75489	P03915	NDUS3_HUMAN	NU5M_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000276062	O75489	Q9NX14	NDUS3_HUMAN	NDUBB_HUMAN	human	interacts
9606.ENSP00000263774	9606.ENSP00000482543	O75489	P56556	NDUS3_HUMAN	NDUA6_HUMAN	human	interacts
9606.ENSP00000336790	9606.ENSP00000387699	P18848	P16220	ATF4_HUMAN	CREB1_HUMAN	human	interacts
9606.ENSP00000336790	9606.ENSP00000500386	P18848	Q9UQM7	ATF4_HUMAN	KCC2A_HUMAN	human	interacts
9606.ENSP00000336790	9606.ENSP00000359206	P18848	Q9Y297	ATF4_HUMAN	FBW1A_HUMAN	human	interacts
9606.ENSP00000336790	9606.ENSP00000360266	P18848	P05412	ATF4_HUMAN	JUN_HUMAN	human	interacts
9606.ENSP00000336790	9606.ENSP00000451828	P18848	P31749	ATF4_HUMAN		human	interacts
9606.ENSP00000336790	9606.ENSP00000493728	P18848	Q92907	ATF4_HUMAN	GRB10_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000441543	P62837	Q9UPK7	UB2D2_HUMAN	UBC_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000388107	P62837	Q9UPK7	UB2D2_HUMAN	RL40_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000383199	P62837	Q9H2W4	UB2D2_HUMAN	NED4L_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000391601	P62837	P50542	UB2D2_HUMAN	PEX5_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000428209	P62837	Q15819	UB2D2_HUMAN	UB2V2_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000478771	P62837	Q9UPK7	UB2D2_HUMAN	UBB_HUMAN	human	interacts
9606.ENSP00000381717	9606.ENSP00000392395	P62837	Q96EP1	UB2D2_HUMAN	CHFR_HUMAN	human	interacts
9606.ENSP00000478927	9606.ENSP00000495360	P46937	P35222	YAP1_HUMAN	CTNB1_HUMAN	human	interacts
9606.ENSP00000478927	9606.ENSP00000494277	P46937	Q8NI35	YAP1_HUMAN	INADL_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000362680	P01137	P12931	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000385675	P01137	P05231	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000264657	P01137	P40763	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000360266	P01137	P05412	TGFB1_HUMAN	JUN_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000263923	P01137	P35968	TGFB1_HUMAN	VGFR2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000263253	P01137	Q09472	TGFB1_HUMAN	EP300_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000269305	P01137	Q8J016	TGFB1_HUMAN	P53_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000437955	P01137	Q16665	TGFB1_HUMAN	HIF1A_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000373700	P01137	Q9UM73	TGFB1_HUMAN	ALK_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000261799	P01137	P09619	TGFB1_HUMAN	PGFRB_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000262160	P01137	Q15796	TGFB1_HUMAN	SMAD2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000380432	P01137	P01308	TGFB1_HUMAN	INS_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000355627	P01137	P01019	TGFB1_HUMAN	ANGT_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000478887	P01137	P01106	TGFB1_HUMAN	MYC_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000226730	P01137	P60568	TGFB1_HUMAN	IL2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000369889	P01137	Q9UE38	TGFB1_HUMAN	CO2A1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000264832	P01137	P05362	TGFB1_HUMAN	ICAM1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000494750	P01137	P60709	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000226574	P01137	P19838	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000380070	P01137	P04406	TGFB1_HUMAN	G3P_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000361107	P01137	P36894	TGFB1_HUMAN	BMR1A_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000304408	P01137	V9GZI1	TGFB1_HUMAN	CO3A1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000376637	P01137	P05019	TGFB1_HUMAN	IGF1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000398698	P01137	P01375	TGFB1_HUMAN	TNFA_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000497069	P01137	P08069	TGFB1_HUMAN	IGF1R_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000447297	P01137	P36897	TGFB1_HUMAN	TGFR1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000258341	P01137	P11047	TGFB1_HUMAN	LAMC1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000260356	P01137	P07996	TGFB1_HUMAN	TSP1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000441543	P01137	Q9UPK7	TGFB1_HUMAN	UBC_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000288135	P01137	P10721	TGFB1_HUMAN	KIT_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000363708	P01137	Q13873	TGFB1_HUMAN	BMPR2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000495360	P01137	P35222	TGFB1_HUMAN	CTNB1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000300134	P01137	P42226	TGFB1_HUMAN	STAT6_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000387356	P01137	Q9UDE0	TGFB1_HUMAN	PGCA_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000287820	P01137	Q15180	TGFB1_HUMAN	PPARG_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000323929	P01137	P01023	TGFB1_HUMAN	A2MG_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000458585	P01137	P39900	TGFB1_HUMAN	MMP12_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000262435	P01137	Q9HAU4	TGFB1_HUMAN	SMUF2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000379350	P01137	Q13090	TGFB1_HUMAN	ITB1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000284981	P01137	Q9UC33	TGFB1_HUMAN	A4_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000306245	P01137	P01100	TGFB1_HUMAN	FOS_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000368104	P01137	P12643	TGFB1_HUMAN	BMP2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000295897	P01137	Q8IUK7	TGFB1_HUMAN	ALBU_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000400175	P01137	P61586	TGFB1_HUMAN	RHOA_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000296871	P01137	P04141	TGFB1_HUMAN	CSF2_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000451828	P01137	P31749	TGFB1_HUMAN		human	interacts
9606.ENSP00000221930	9606.ENSP00000275493	P01137	Q9H2C9	TGFB1_HUMAN	EGFR_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000370989	P01137	Q9NZQ7	TGFB1_HUMAN	PD1L1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000379140	P01137	Q9H554	TGFB1_HUMAN	SDF1_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000361405	P01137	P14780	TGFB1_HUMAN	MMP9_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000306512	P01137	Q9UCS0	TGFB1_HUMAN	IL8_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000452786	P01137	P05106	TGFB1_HUMAN	ITB3_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000262158	P01137	O15105	TGFB1_HUMAN	SMAD7_HUMAN	human	interacts
9606.ENSP00000221930	9606.ENSP00000327513	P01137	P09603	TGFB1_HUMAN	CSF1_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000361298	Q8NG31	Q99661	KNL1_HUMAN	KIF2C_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000357256	Q8NG31	Q6ZVE6	KNL1_HUMAN	PMF1_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000361540	Q8NG31	Q12834	KNL1_HUMAN	CDC20_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000358813	Q8NG31	P33981	KNL1_HUMAN	TTK_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000369497	Q8NG31	P51587	KNL1_HUMAN	BRCA2_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000336868	Q8NG31	P49450	KNL1_HUMAN	CENPA_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000362146	Q8NG31	Q53HL2	KNL1_HUMAN	BOREA_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000389810	Q8NG31	Q9H410	KNL1_HUMAN	DSN1_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000378699	Q8NG31	P06493	KNL1_HUMAN		human	interacts
9606.ENSP00000335463	9606.ENSP00000414109	Q8NG31	Q8NCD3	KNL1_HUMAN	HJURP_HUMAN	human	interacts
9606.ENSP00000335463	9606.ENSP00000378295	Q8NG31	Q9NQS7	KNL1_HUMAN	INCE_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000458770	O95167	O14561	NDUA3_HUMAN	ACPM_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000441126	O95167	O43677	NDUA3_HUMAN	NDUC1_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000423673	O95167	Q9P0J0	NDUA3_HUMAN	NDUAD_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000419087	O95167	O95178	NDUA3_HUMAN	NDUB2_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000482543	O95167	P56556	NDUA3_HUMAN	NDUA6_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000467262	O95167	O14957	NDUA3_HUMAN	QCR10_HUMAN	human	interacts
9606.ENSP00000418438	9606.ENSP00000483888	O95167	O75438	NDUA3_HUMAN	NDUB1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000493712	P11802	Q06609	CDK4_HUMAN	RAD51_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000266970	P11802	P24941	CDK4_HUMAN	CDK2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000364519	P11802	Q14186	CDK4_HUMAN	TFDP1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000361021	P11802	P60484	CDK4_HUMAN		human	interacts
9606.ENSP00000257904	9606.ENSP00000377001	P11802	O43791	CDK4_HUMAN	SPOP_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000267163	P11802	P06400	CDK4_HUMAN	RB_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000340883	P11802	Q12824	CDK4_HUMAN	SNF5_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000274255	P11802	Q13309	CDK4_HUMAN	SKP2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000339527	P11802	O43524	CDK4_HUMAN	FOXO3_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000258149	P11802	Q53XW0	CDK4_HUMAN	MDM2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000378529	P11802	Q9UM11	CDK4_HUMAN	FZR1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000263967	P11802	P42336	CDK4_HUMAN	PK3CA_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000444810	P11802	Q13451	CDK4_HUMAN	FKBP5_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000291295	P11802	Q96HK3	CDK4_HUMAN	CALM1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000495360	P11802	P35222	CDK4_HUMAN	CTNB1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000481380	P11802	P20248	CDK4_HUMAN	CCNA2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000362082	P11802	P30281	CDK4_HUMAN	CCND3_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000361423	P11802	P00519	CDK4_HUMAN	ABL1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000384849	P11802	P38936	CDK4_HUMAN	CDN1A_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000343896	P11802	P51532	CDK4_HUMAN	SMCA4_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000347232	P11802	P54132	CDK4_HUMAN	BLM_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000393139	P11802	O00311	CDK4_HUMAN	CDC7_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000301633	P11802	Q9P2W8	CDK4_HUMAN	BIRC5_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000381185	P11802	P10415	CDK4_HUMAN	BCL2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000361540	P11802	Q12834	CDK4_HUMAN	CDC20_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000380070	P11802	P04406	CDK4_HUMAN	G3P_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000478887	P11802	P01106	CDK4_HUMAN	MYC_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000494750	P11802	P60709	CDK4_HUMAN		human	interacts
9606.ENSP00000257904	9606.ENSP00000405330	P11802	P03372	CDK4_HUMAN	ESR1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000418960	P11802	P38398	CDK4_HUMAN	BRCA1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000368458	P11802	P12004	CDK4_HUMAN	PCNA_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000355759	P11802	P09874	CDK4_HUMAN	PARP1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000262662	P11802	P42773	CDK4_HUMAN	CDN2C_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000369497	P11802	P51587	CDK4_HUMAN	BRCA2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000300093	P11802	P53350	CDK4_HUMAN	PLK1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000333277	P11802	Q71DI3	CDK4_HUMAN	H32_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000326804	P11802	Q13616	CDK4_HUMAN	CUL1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000301019	P11802	Q9H211	CDK4_HUMAN	CDT1_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000324806	P11802	P49841	CDK4_HUMAN	GSK3B_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000355657	P11802	Q16695	CDK4_HUMAN	H31T_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000335153	P11802	P07900	CDK4_HUMAN	HS90A_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000340989	P11802	P31947	CDK4_HUMAN	1433S_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000363017	P11802	P15927	CDK4_HUMAN	RFA2_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000360266	P11802	P05412	CDK4_HUMAN	JUN_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000352252	P11802	Q6NXU4	CDK4_HUMAN	H31_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000269305	P11802	Q8J016	CDK4_HUMAN	P53_HUMAN	human	interacts
9606.ENSP00000257904	9606.ENSP00000360609	P11802	P08238	CDK4_HUMAN	HS90B_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000380070	Q14145	P04406	KEAP1_HUMAN	G3P_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000441543	Q14145	Q9UPK7	KEAP1_HUMAN	UBC_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000418960	Q14145	P38398	KEAP1_HUMAN	BRCA1_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000498476	Q14145	Q9GZQ8	KEAP1_HUMAN	MLP3B_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000430684	Q14145	O14920	KEAP1_HUMAN	IKKB_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000381185	Q14145	P10415	KEAP1_HUMAN	BCL2_HUMAN	human	interacts
9606.ENSP00000377245	9606.ENSP00000451828	Q14145	P31749	KEAP1_HUMAN		human	interacts
9606.ENSP00000419765	9606.ENSP00000494750	Q9H8M2	P60709	BRD9_HUMAN		human	interacts
9606.ENSP00000231751	9606.ENSP00000348170	Q16789	P00738	TRFL_HUMAN	HPT_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000348888	Q16789	P01833	TRFL_HUMAN	PIGR_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000357721	Q16789	P05109	TRFL_HUMAN	S10A8_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000295897	Q16789	Q8IUK7	TRFL_HUMAN	ALBU_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000323929	Q16789	P01023	TRFL_HUMAN	A2MG_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000245907	Q16789	P01024	TRFL_HUMAN	CO3_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000419945	Q16789	Q9UQF0	TRFL_HUMAN	SYCY1_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000361405	Q16789	P14780	TRFL_HUMAN	MMP9_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000296435	Q16789	P49913	TRFL_HUMAN	CAMP_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000376197	Q16789	P02786	TRFL_HUMAN	TFR1_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000261267	Q16789	P61626	TRFL_HUMAN	LYSC_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000362108	Q16789	P80188	TRFL_HUMAN	NGAL_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000237014	Q16789	P02766	TRFL_HUMAN	TTHY_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000420174	Q16789	P60508	TRFL_HUMAN	SYCY2_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000498441	Q16789	P02671	TRFL_HUMAN	FIBA_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000380432	Q16789	P01308	TRFL_HUMAN	INS_HUMAN	human	interacts
9606.ENSP00000231751	9606.ENSP00000346251	Q16789	Q9NP55	TRFL_HUMAN	BPIA1_HUMAN	human	interacts
9606.ENSP00000262013	9606.ENSP00000264710	Q8IZX7	P61026	JIP4_HUMAN	RAB10_HUMAN	human	interacts
9606.ENSP00000262013	9606.ENSP00000298316	Q8IZX7	P62330	JIP4_HUMAN	ARF6_HUMAN	human	interacts
9606.ENSP00000262013	9606.ENSP00000360266	Q8IZX7	P05412	JIP4_HUMAN	JUN_HUMAN	human	interacts
9606.ENSP00000262013	9606.ENSP00000354791	Q8IZX7	Q9UIU1	JIP4_HUMAN	DCTN1_HUMAN	human	interacts
9606.ENSP00000430950	9606.ENSP00000497102	P14902	Q96P43	I23O1_HUMAN	CTLA4_HUMAN	human	interacts
9606.ENSP00000430950	9606.ENSP00000454623	P14902	P20702	I23O1_HUMAN	ITAX_HUMAN	human	interacts
9606.ENSP00000430950	9606.ENSP00000444788	P14902	P48775	I23O1_HUMAN	T23O_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000362649	P53539	Q13547	FOSB_HUMAN		human	interacts
9606.ENSP00000245919	9606.ENSP00000254810	P53539	P84243	FOSB_HUMAN	H33_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000263253	P53539	Q09472	FOSB_HUMAN	EP300_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000387699	P53539	P16220	FOSB_HUMAN	CREB1_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000440864	P53539	P22736	FOSB_HUMAN	NR4A1_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000360266	P53539	P05412	FOSB_HUMAN	JUN_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000478887	P53539	P01106	FOSB_HUMAN	MYC_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000430432	P53539	Q92769	FOSB_HUMAN	HDAC2_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000306245	P53539	P01100	FOSB_HUMAN	FOS_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000252818	P53539	P17535	FOSB_HUMAN	JUND_HUMAN	human	interacts
9606.ENSP00000245919	9606.ENSP00000344479	P53539	P43354	FOSB_HUMAN	NR4A2_HUMAN	human	interacts
9606.ENSP00000336783	9606.ENSP00000486540	Q9HCJ0	Q92600	TNR6C_HUMAN	CNOT9_HUMAN	human	interacts
9606.ENSP00000336783	9606.ENSP00000351159	Q9HCJ0	O75175	TNR6C_HUMAN	CNOT3_HUMAN	human	interacts
9606.ENSP00000227266	9606.ENSP00000381185	Q7Z5U7	P10415	CATC_HUMAN	BCL2_HUMAN	human	interacts
9606.ENSP00000227266	9606.ENSP00000318822	Q7Z5U7	P55957	CATC_HUMAN	BID_HUMAN	human	interacts
9606.ENSP00000227266	9606.ENSP00000365230	Q7Z5U7	Q07817	CATC_HUMAN	B2CL1_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000383042	Q71DI3	O60341	H32_HUMAN	KDM1A_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000340883	Q71DI3	Q12824	H32_HUMAN	SNF5_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000336687	Q71DI3	Q13185	H32_HUMAN	CBX3_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000359531	Q71DI3	Q00403	H32_HUMAN	TF2B_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000432786	Q71DI3	Q9Y2K7	H32_HUMAN	KDM2A_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000354633	Q71DI3	Q15544	H32_HUMAN	TAF11_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000384018	Q71DI3	Q9Y618	H32_HUMAN	NCOR2_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000370114	Q71DI3	O75475	H32_HUMAN	PSIP1_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000378702	Q71DI3	Q658Y7	H32_HUMAN	BRD2_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000384899	Q71DI3	Q86YP4	H32_HUMAN	P66A_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000362674	Q71DI3	Q9NP76	H32_HUMAN	HDAC8_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000373340	Q71DI3	P55201	H32_HUMAN	BRPF1_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000420294	Q71DI3	Q8NDX5	H32_HUMAN	PHC3_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000406549	Q71DI3	Q70Q87	H32_HUMAN	TAF1_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000410042	Q71DI3	O95696	H32_HUMAN	BRD1_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000377969	Q71DI3	P35269	H32_HUMAN	T2FA_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000493712	Q71DI3	Q06609	H32_HUMAN	RAD51_HUMAN	human	interacts
9606.ENSP00000333277	9606.ENSP00000378699	Q71DI3	P06493	H32_HUMAN		human	interacts
